"appId","criteriaJson","date","replyDate","replyText","reviewId","score","scoreText","scrapedAt","text","thumbsUp","title","url","userImage","userName","version"
"com.fsn.nykaa",,"2026-08-20T07:58:33.500Z","2026-08-20T08:04:45.832Z","Hi Rakshini sruthi, we request you to please email us at support@nykaa.com with your concerns so that we can have them addressed for you.","d13e44b1-e633-4a33-84ca-1c84cb25f758","1","1","2026-08-21T08:12:52.243Z","late delivery and help center is waste of time.they are not sorting out the problems.","0",,"https://play.google.com/store/apps/details?id=com.fsn.nykaa&reviewId=d13e44b1-e633-4a33-84ca-1c84cb25f758","https://play-lh.googleusercontent.com/a/ACg8ocIX9OrvwaTiQ0oC3MFAr8ACEuakjwRC2ZOpbgLhlqtUAe1V3Q=mo","Rakshini sruthi","4.0.0"
"com.fsn.nykaa","[{""criteria"":""vaf_phase1_barcode_scanner"",""rating"":3},{""criteria"":""vaf_phase1_sales_alerts"",""rating"":1},{""criteria"":""vaf_never_display_inappropriate_ads"",""rating"":3}]","2026-08-20T07:39:20.402Z","2026-08-20T07:44:33.633Z","Hi, we would not want any of our customers to feel this way. We'd like to know what went wrong and help you with it. Can you please mail us  at support@nykaa.com so that we can have this addressed for you.

","785b71ea-ba40-429a-adc1-9f55f2f6b1aa","1","1","2026-08-21T08:12:52.243Z","Very poor experience. They promise delivery within 60 minutes, but the order gets cancelled every time.","1",,"https://play.google.com/store/apps/details?id=com.fsn.nykaa&reviewId=785b71ea-ba40-429a-adc1-9f55f2f6b1aa","https://play-lh.googleusercontent.com/a-/ALV-UjWyej_ItXDiH6VIrU-SyuTo5eqLoxhqXef6y3FuDbz6FesTCw7-IA","Sucharita Chatterjee","4.0.4"
"com.fsn.nykaa","[{""criteria"":""vaf_phase1_loyalty_program"",""rating"":2}]","2026-08-20T07:33:17.952Z","2026-08-20T07:40:13.860Z","Hi, we regret to hear this. We'd like to investigate this further. Kindly write to us via email at support@nykaa.com, so that we can have this addressed for you.","3611da4b-ede1-47cd-ae91-63205ae75d88","1","1","2026-08-21T08:12:52.243Z","very bad service they take their payments and send empty boxes of products and after complaint they don't solve the problem and not giving my money back","0",,"https://play.google.com/store/apps/details?id=com.fsn.nykaa&reviewId=3611da4b-ede1-47cd-ae91-63205ae75d88","https://play-lh.googleusercontent.com/a/ACg8ocK7yt0UPd3LRs0AB3CzzXzLkU2IV13PfoFbovNJd71a277Jrg=mo","Shruti Verma","4.0.4"
"com.fsn.nykaa",,"2026-08-20T07:22:09.680Z","2026-08-20T07:28:11.455Z","Hi Chanda kumari, we are grateful for your feedback and will continue to strive to provide our customers with the highest quality of service and products. Keep exploring!","7b10be5b-4549-4ef7-a6ad-f49d8b1af9bb","5","5","2026-08-21T08:12:52.243Z","nice","0",,"https://play.google.com/store/apps/details?id=com.fsn.nykaa&reviewId=7b10be5b-4549-4ef7-a6ad-f49d8b1af9bb","https://play-lh.googleusercontent.com/a-/ALV-UjXqADdzBw8QEa2ZQ5IUYiZr4fTbKW2eryrwnQ01Chy3tKOaT1k","Chanda kumari","4.0.4"
"com.fsn.nykaa",,"2026-08-20T07:16:14.958Z","2026-08-20T07:22:02.976Z","Hey, Thank you for letting us know what you think! We'll always be here to make sure we keep you happy with our products and services. Keep exploring!!","d68d776a-5825-49bf-8064-1445ad5aa5a9","5","5","2026-08-21T08:12:52.244Z","fabulous 🤩","0",,"https://play.google.com/store/apps/details?id=com.fsn.nykaa&reviewId=d68d776a-5825-49bf-8064-1445ad5aa5a9","https://play-lh.googleusercontent.com/a/ACg8ocJqHk-XlHMgFpKiaK9sUcXHSCQq2MM4Vom0O4xXT0eSkd8Liqqm=mo","Aditya mavi","4.0.4"
"com.fsn.nykaa",,"2026-08-20T07:05:03.641Z","2026-08-20T07:22:02.926Z","Hey, Thank you for letting us know what you think! We'll always be here to make sure we keep you happy with our products and services. Keep exploring!!","ada5d637-91af-46cb-b475-2ed89b88e74a","4","4","2026-08-21T08:12:52.244Z","easy to order","0",,"https://play.google.com/store/apps/details?id=com.fsn.nykaa&reviewId=ada5d637-91af-46cb-b475-2ed89b88e74a","https://play-lh.googleusercontent.com/a-/ALV-UjVBW6MNkNqYULn6OKeLq3VGhJvERNEF0c5MxwWIL9paU_oV7G1LeA","rahyl agarwal","4.0.4"
"com.fsn.nykaa",,"2026-08-20T06:57:21.119Z","2026-08-20T07:04:11.337Z","Hi, thank you for the amazing feedback!","4d07edfb-b012-43c3-91cd-39b56bf0b641","5","5","2026-08-21T08:12:52.244Z","good","0",,"https://play.google.com/store/apps/details?id=com.fsn.nykaa&reviewId=4d07edfb-b012-43c3-91cd-39b56bf0b641","https://play-lh.googleusercontent.com/a/ACg8ocK0emT1ryLFXoMW0TxEkbNUojgIe9o_QovvlD2Qs5OOERqU6Q=mo","Abhishek Bhandari","4.0.3"
"com.fsn.nykaa","[{""criteria"":""vaf_app_quality_performance"",""rating"":2},{""criteria"":""vaf_app_quality_ads_frequency"",""rating"":1},{""criteria"":""vaf_phase1_loyalty_program"",""rating"":2}]","2026-08-20T06:50:41.360Z","2026-08-20T06:56:33.665Z","Hi, we regret to hear this. We'd like to investigate this further. Kindly write to us via email at support@nykaa.com, so that we can have this addressed for you.","2d7ff2b2-a373-4fa8-bdca-83f0e2ac1488","1","1","2026-08-21T08:12:52.244Z","THIS is a worst app. It is a Fraud App I paid for advance but they delayed & delayed my order. Customer service also very very bad. I never use this app Again. Their all good reviews are absolutly paid. I request to refund my money, but still they delayed and not refund my money.","1",,"https://play.google.com/store/apps/details?id=com.fsn.nykaa&reviewId=2d7ff2b2-a373-4fa8-bdca-83f0e2ac1488","https://play-lh.googleusercontent.com/a-/ALV-UjX04yEGZlg1pgZanx9QVegD7ufKG061K7WPlPogXnGn-2iNxbVc","Mousumi Karmakar","4.0.4"
"com.fsn.nykaa",,"2026-08-20T06:46:16.569Z","2026-08-20T06:51:57.850Z","Hi Sinisiraj Sinisiraj17, we are grateful for your feedback and will continue to strive to provide our customers with the highest quality of service and products. Keep exploring!","a34556fe-0077-4674-bd88-c9c5c36890fc","4","4","2026-08-21T08:12:52.244Z","best shopping","0",,"https://play.google.com/store/apps/details?id=com.fsn.nykaa&reviewId=a34556fe-0077-4674-bd88-c9c5c36890fc","https://play-lh.googleusercontent.com/a/ACg8ocKH8oOByaCpfAJuqj2CZnP5MWXrkwhJ6nMYSbXdkN1jGaud6g=mo","Sinisiraj Sinisiraj17","4.0.4"
"com.fsn.nykaa",,"2026-08-20T06:33:46.328Z","2026-08-20T06:39:53.963Z","Hey NEHASAWAN DESWAL, thank you for taking the time to rate us!","a8d663d3-1303-4c4b-8ac1-b79b91bd791b","5","5","2026-08-21T08:12:52.244Z","best","0",,"https://play.google.com/store/apps/details?id=com.fsn.nykaa&reviewId=a8d663d3-1303-4c4b-8ac1-b79b91bd791b","https://play-lh.googleusercontent.com/a-/ALV-UjWUd8ELP7MbWbEsYFQ_MZnW8xIstHmZiXjOB0cyA1Eqtaq6XkQ","NEHASAWAN DESWAL","4.0.4"
"com.fsn.nykaa",,"2026-08-20T06:24:40.141Z","2026-08-20T06:30:45.933Z","Hey Lokeswar Seth, thank you for taking the time to rate us!","495a1d62-9ce2-483c-9cb3-0578aaee7326","5","5","2026-08-21T08:12:52.244Z","good","0",,"https://play.google.com/store/apps/details?id=com.fsn.nykaa&reviewId=495a1d62-9ce2-483c-9cb3-0578aaee7326","https://play-lh.googleusercontent.com/a-/ALV-UjWHNa0Q5w9TlndioSI7PdepfCeti-nL6zS2BPcICmd3OC7h7sKX","Lokeswar Seth",
